ApplicationID,CandidateID,JobID,ApplicationDate,Status,Source,ResumeMatch
A2363,C0297,J022,2025-05-15,Interviewed,Careers Site,45
A2364,C0297,J042,2024-10-13,Applied,Referral,60
A2365,C0297,J040,2024-02-12,Interviewed,LinkedIn,62
A2366,C0298,J018,2025-02-24,Rejected,Referral,53
A2367,C0298,J046,2025-04-26,Applied,Job Portal,39
A2368,C0298,J005,2024-05-02,Rejected,Job Portal,48
A2369,C0298,J044,2025-03-16,Rejected,Job Portal,60
A2370,C0298,J043,2025-01-24,Rejected,Referral,64
A2371,C0299,J048,2024-11-17,Interviewed,Careers Site,58
A2372,C0300,J033,2024-02-21,Offered,LinkedIn,42
A2373,C0300,J012,2024-08-17,Offered,LinkedIn,43
A2374,C0300,J036,2024-07-20,Rejected,Job Portal,47
A2375,C0300,J040,2024-08-06,Rejected,Careers Site,57
A2376,C0300,J039,2025-06-24,Hired,Careers Site,59
A2377,C0300,J034,2025-06-27,Offered,Referral,58
A2378,C0301,J016,2024-05-16,Interviewed,LinkedIn,42
A2379,C0301,J005,2025-03-25,Shortlisted,LinkedIn,45
A2380,C0301,J025,2025-01-30,Shortlisted,Careers Site,48
A2381,C0301,J032,2025-01-29,Rejected,Campus,48
A2382,C0301,J004,2025-03-08,Rejected,Campus,58
A2383,C0301,J050,2024-07-03,Rejected,Referral,66
A2384,C0301,J017,2025-06-23,Interviewed,LinkedIn,30
A2385,C0301,J007,2025-03-11,Rejected,Campus,49
A2386,C0302,J012,2024-02-09,Interviewed,Job Portal,62
A2387,C0302,J011,2024-07-16,Applied,Campus,45
A2388,C0302,J015,2024-10-28,Interviewed,Campus,48
A2389,C0302,J010,2024-10-02,Applied,Campus,40
A2390,C0302,J007,2025-01-25,Interviewed,Referral,58
A2391,C0303,J029,2024-01-28,Rejected,Careers Site,67
A2392,C0303,J047,2024-09-30,Interviewed,Careers Site,36
A2393,C0303,J045,2025-01-29,Applied,Referral,69
A2394,C0303,J012,2025-07-31,Applied,Job Portal,99
A2395,C0303,J004,2024-08-29,Applied,LinkedIn,44
A2396,C0303,J028,2024-10-04,Rejected,Job Portal,68
A2397,C0303,J038,2024-04-02,Rejected,LinkedIn,73
A2398,C0304,J004,2024-12-12,Shortlisted,Campus,66
A2399,C0304,J042,2025-04-04,Rejected,Campus,67
A2400,C0304,J002,2025-05-16,Applied,LinkedIn,56
A2401,C0304,J017,2024-11-29,Interviewed,Referral,96
A2402,C0304,J007,2024-11-30,Interviewed,LinkedIn,68
A2403,C0304,J009,2024-07-30,Interviewed,Campus,68
A2404,C0304,J030,2024-04-11,Rejected,LinkedIn,59
A2405,C0305,J040,2024-09-04,Hired,Job Portal,56
A2406,C0305,J022,2024-06-06,Applied,Referral,45
A2407,C0305,J023,2025-06-03,Shortlisted,LinkedIn,31
A2408,C0305,J049,2024-06-29,Interviewed,LinkedIn,53
A2409,C0305,J015,2025-02-26,Offered,Job Portal,48
A2410,C0305,J016,2024-03-12,Applied,Job Portal,62
A2411,C0305,J009,2024-01-24,Rejected,Referral,50
A2412,C0306,J018,2025-08-07,Rejected,Referral,53
A2413,C0306,J045,2024-12-20,Interviewed,Job Portal,44
A2414,C0306,J050,2024-03-26,Applied,Referral,58
A2415,C0306,J012,2024-03-29,Rejected,LinkedIn,59
A2416,C0306,J024,2025-05-03,Interviewed,Careers Site,82
A2417,C0306,J032,2025-03-28,Interviewed,Careers Site,48
A2418,C0306,J017,2024-05-21,Applied,Referral,66
A2419,C0306,J025,2025-01-22,Interviewed,Job Portal,40
A2420,C0307,J018,2025-06-13,Rejected,LinkedIn,64
A2421,C0307,J042,2025-07-25,Interviewed,Job Portal,56
A2422,C0308,J019,2024-12-29,Applied,Careers Site,46
A2423,C0308,J023,2024-08-01,Shortlisted,Campus,32
A2424,C0308,J047,2024-01-17,Shortlisted,LinkedIn,37
A2425,C0308,J031,2025-01-12,Rejected,Job Portal,58
A2426,C0309,J022,2025-03-24,Shortlisted,Campus,62
A2427,C0309,J033,2025-04-22,Applied,Careers Site,69
A2428,C0310,J035,2024-09-11,Interviewed,Referral,68
A2429,C0310,J038,2024-06-30,Rejected,LinkedIn,41
A2430,C0311,J030,2024-04-23,Interviewed,Job Portal,55
A2431,C0311,J008,2025-01-29,Rejected,LinkedIn,47
A2432,C0311,J007,2025-05-04,Rejected,LinkedIn,73
A2433,C0311,J037,2024-08-29,Rejected,Referral,62
A2434,C0311,J001,2024-03-27,Interviewed,Campus,58
A2435,C0311,J026,2025-05-26,Rejected,LinkedIn,73
A2436,C0312,J046,2024-02-28,Hired,Careers Site,70
A2437,C0312,J010,2024-08-27,Rejected,Job Portal,43
A2438,C0312,J017,2025-02-27,Applied,LinkedIn,69
A2439,C0312,J023,2024-07-27,Rejected,Campus,42
A2440,C0312,J001,2024-11-07,Applied,Job Portal,66
A2441,C0313,J040,2024-03-22,Applied,Campus,57
A2442,C0313,J024,2024-12-18,Interviewed,Job Portal,54
A2443,C0313,J009,2024-03-16,Interviewed,Campus,46
A2444,C0313,J005,2025-01-12,Applied,Careers Site,33
A2445,C0314,J046,2025-01-22,Applied,Careers Site,42
A2446,C0314,J041,2024-09-13,Interviewed,Job Portal,64
A2447,C0314,J002,2025-05-23,Applied,Referral,68
A2448,C0314,J040,2025-04-06,Rejected,Referral,39
A2449,C0314,J038,2025-06-05,Applied,Job Portal,45
A2450,C0314,J048,2025-05-19,Rejected,Careers Site,49
A2451,C0315,J029,2025-05-12,Shortlisted,Referral,61
A2452,C0315,J050,2024-02-26,Rejected,Referral,55
A2453,C0315,J026,2025-01-20,Applied,LinkedIn,69
A2454,C0315,J014,2024-02-07,Rejected,Campus,34
A2455,C0316,J029,2025-08-03,Shortlisted,Careers Site,44
A2456,C0316,J022,2024-03-07,Interviewed,Careers Site,42
A2457,C0316,J013,2024-02-02,Rejected,Referral,56
A2458,C0316,J001,2025-05-31,Applied,Careers Site,49
A2459,C0316,J025,2024-04-27,Rejected,Job Portal,40
A2460,C0316,J046,2024-04-04,Offered,Job Portal,50
A2461,C0316,J006,2024-09-16,Interviewed,Referral,47
A2462,C0316,J007,2024-04-20,Rejected,LinkedIn,45
A2463,C0317,J034,2025-04-02,Interviewed,Referral,48
A2464,C0317,J002,2024-12-11,Interviewed,Careers Site,43
A2465,C0317,J038,2024-06-02,Interviewed,Referral,58
A2466,C0317,J005,2025-01-18,Rejected,Job Portal,45
A2467,C0317,J019,2024-05-12,Interviewed,Referral,43
A2468,C0317,J009,2025-06-24,Shortlisted,Campus,42
A2469,C0317,J008,2025-05-26,Rejected,Job Portal,33
A2470,C0317,J049,2024-01-12,Interviewed,Careers Site,54
A2471,C0318,J030,2024-10-13,Interviewed,Job Portal,66
A2472,C0318,J049,2024-10-12,Rejected,Careers Site,46
A2473,C0318,J036,2024-08-29,Interviewed,Campus,46
A2474,C0318,J007,2025-02-25,Rejected,Referral,30
A2475,C0318,J015,2024-02-12,Rejected,Referral,45
A2476,C0319,J049,2025-08-14,Interviewed,Job Portal,53
A2477,C0319,J007,2024-03-14,Rejected,Campus,42
A2478,C0319,J036,2025-02-23,Interviewed,Referral,53
A2479,C0319,J014,2025-04-23,Rejected,Campus,49
A2480,C0320,J020,2024-05-12,Interviewed,Campus,44
A2481,C0320,J001,2025-02-03,Rejected,Referral,33
A2482,C0320,J016,2024-05-08,Applied,LinkedIn,76
A2483,C0321,J018,2025-02-08,Rejected,LinkedIn,55
A2484,C0321,J014,2024-12-12,Applied,Referral,47
A2485,C0321,J024,2024-08-31,Rejected,Campus,40
A2486,C0321,J025,2024-03-22,Rejected,Careers Site,56
A2487,C0321,J050,2024-01-27,Applied,Referral,34
A2488,C0321,J017,2025-01-23,Rejected,Job Portal,68
A2489,C0321,J026,2024-05-19,Rejected,LinkedIn,54
A2490,C0321,J022,2024-04-25,Rejected,Referral,49
A2491,C0322,J005,2024-08-02,Interviewed,LinkedIn,44
A2492,C0322,J025,2024-06-27,Interviewed,Campus,36
A2493,C0322,J049,2024-06-17,Interviewed,Careers Site,54
A2494,C0322,J037,2024-03-17,Rejected,Careers Site,50
A2495,C0322,J008,2024-06-06,Rejected,Careers Site,51
A2496,C0322,J010,2025-07-11,Rejected,LinkedIn,61
A2497,C0322,J043,2024-12-25,Applied,LinkedIn,51
A2498,C0322,J015,2025-05-24,Rejected,LinkedIn,30
A2499,C0323,J013,2024-09-10,Rejected,Careers Site,54
A2500,C0323,J016,2024-12-22,Rejected,LinkedIn,62
A2501,C0323,J009,2025-05-13,Offered,Job Portal,69
A2502,C0323,J019,2024-05-08,Applied,Referral,62
A2503,C0324,J024,2024-02-05,Interviewed,LinkedIn,86
A2504,C0324,J023,2024-06-28,Rejected,Campus,46
A2505,C0324,J022,2024-03-14,Applied,Job Portal,49
A2506,C0324,J019,2024-07-22,Rejected,Careers Site,58
A2507,C0324,J010,2024-11-07,Rejected,Referral,60
A2508,C0324,J036,2024-03-14,Applied,Careers Site,60
A2509,C0324,J041,2024-05-24,Rejected,LinkedIn,70
A2510,C0324,J027,2024-09-29,Offered,Job Portal,36
A2511,C0325,J036,2024-12-18,Rejected,Careers Site,45
A2512,C0326,J021,2024-08-31,Rejected,Careers Site,48
A2513,C0326,J048,2024-12-03,Interviewed,Campus,61
A2514,C0326,J009,2024-11-10,Rejected,Referral,47
A2515,C0326,J038,2024-04-29,Shortlisted,Referral,37
A2516,C0326,J010,2025-05-04,Rejected,Careers Site,64
A2517,C0326,J016,2024-08-28,Rejected,Job Portal,31
A2518,C0326,J040,2025-01-30,Shortlisted,Job Portal,32
A2519,C0327,J033,2024-11-21,Rejected,Careers Site,42
A2520,C0327,J002,2024-09-01,Shortlisted,LinkedIn,60
A2521,C0328,J010,2024-12-12,Shortlisted,Referral,56
A2522,C0329,J042,2024-03-16,Rejected,Job Portal,64
A2523,C0329,J033,2025-07-29,Offered,Job Portal,67
A2524,C0329,J013,2025-01-03,Interviewed,Job Portal,55
A2525,C0329,J036,2024-01-01,Applied,Campus,55
A2526,C0329,J048,2024-02-15,Interviewed,Careers Site,61
A2527,C0330,J034,2025-07-24,Interviewed,Campus,32
A2528,C0331,J008,2024-04-03,Rejected,Careers Site,60
A2529,C0331,J006,2025-01-18,Rejected,Careers Site,69
A2530,C0331,J035,2024-01-26,Rejected,Job Portal,47
A2531,C0332,J041,2024-09-01,Offered,LinkedIn,46
A2532,C0333,J019,2024-12-12,Rejected,Referral,38
A2533,C0333,J048,2024-04-30,Rejected,Careers Site,86
A2534,C0333,J040,2024-06-19,Rejected,Campus,62
A2535,C0333,J022,2024-12-08,Rejected,Campus,33
A2536,C0334,J031,2024-10-23,Rejected,Referral,47
A2537,C0334,J002,2025-05-24,Hired,Careers Site,50
A2538,C0334,J003,2024-11-18,Shortlisted,Careers Site,49
A2539,C0334,J005,2025-05-04,Interviewed,LinkedIn,41
A2540,C0334,J028,2024-09-06,Rejected,Job Portal,34
A2541,C0335,J012,2024-08-13,Interviewed,LinkedIn,47
A2542,C0335,J050,2024-09-06,Interviewed,Campus,39
A2543,C0336,J027,2024-03-11,Applied,Campus,56
A2544,C0336,J037,2024-10-02,Shortlisted,Referral,59
A2545,C0336,J023,2024-01-02,Rejected,Careers Site,47
A2546,C0336,J025,2024-01-22,Rejected,Campus,60
A2547,C0336,J019,2025-07-31,Applied,LinkedIn,64
A2548,C0336,J004,2024-03-04,Rejected,LinkedIn,54
A2549,C0336,J005,2025-05-04,Interviewed,Careers Site,52
A2550,C0336,J048,2024-09-08,Rejected,Job Portal,48
A2551,C0337,J015,2024-05-04,Shortlisted,Careers Site,43
A2552,C0337,J043,2024-06-18,Shortlisted,Careers Site,42
A2553,C0337,J044,2025-05-11,Rejected,LinkedIn,39
A2554,C0337,J038,2025-02-04,Rejected,LinkedIn,34
A2555,C0337,J041,2024-04-06,Rejected,LinkedIn,60
A2556,C0337,J045,2025-03-31,Offered,LinkedIn,31
A2557,C0337,J014,2024-09-08,Interviewed,Referral,44
A2558,C0338,J032,2025-01-13,Rejected,Campus,55
A2559,C0339,J028,2024-08-15,Shortlisted,Campus,73
A2560,C0339,J006,2025-06-02,Offered,Campus,38
A2561,C0340,J037,2024-02-18,Applied,LinkedIn,53
A2562,C0340,J046,2024-05-17,Interviewed,Campus,54
A2563,C0340,J008,2024-11-02,Rejected,LinkedIn,42
A2564,C0340,J031,2024-05-16,Rejected,Careers Site,54
A2565,C0340,J019,2025-07-13,Rejected,Referral,33
A2566,C0340,J030,2024-12-08,Applied,LinkedIn,34
A2567,C0341,J009,2024-11-01,Rejected,LinkedIn,48
A2568,C0341,J026,2025-08-01,Interviewed,LinkedIn,33
A2569,C0342,J001,2025-05-16,Shortlisted,Campus,68
A2570,C0342,J027,2025-01-23,Applied,Job Portal,75
A2571,C0342,J012,2025-02-14,Rejected,Referral,85
A2572,C0342,J032,2025-06-01,Interviewed,Referral,41
A2573,C0342,J039,2024-01-21,Rejected,Job Portal,69
A2574,C0342,J011,2024-12-20,Rejected,Campus,45
A2575,C0343,J019,2024-04-08,Rejected,Careers Site,53
A2576,C0343,J041,2024-12-01,Interviewed,Careers Site,71
A2577,C0343,J015,2025-07-09,Applied,Referral,62
A2578,C0343,J022,2024-09-28,Interviewed,Careers Site,56
A2579,C0343,J009,2024-07-09,Rejected,Referral,67
A2580,C0343,J039,2024-12-13,Rejected,LinkedIn,70
A2581,C0344,J050,2024-06-01,Applied,Careers Site,48
A2582,C0344,J044,2025-02-15,Rejected,Campus,48
A2583,C0344,J034,2025-03-19,Rejected,Careers Site,52
A2584,C0344,J002,2024-12-20,Rejected,Careers Site,30
A2585,C0344,J007,2025-05-05,Rejected,Campus,30
A2586,C0344,J046,2024-06-17,Shortlisted,Referral,48
A2587,C0344,J040,2024-11-06,Rejected,Job Portal,57
A2588,C0345,J028,2025-01-24,Shortlisted,LinkedIn,60
A2589,C0345,J008,2024-11-11,Applied,Referral,62
A2590,C0345,J031,2024-02-11,Interviewed,LinkedIn,57
A2591,C0345,J030,2025-05-14,Rejected,Referral,47
A2592,C0345,J018,2024-06-29,Rejected,Careers Site,48
A2593,C0346,J028,2024-05-23,Rejected,LinkedIn,34
A2594,C0346,J018,2025-03-25,Interviewed,Campus,48
A2595,C0346,J004,2025-04-25,Interviewed,Referral,81
A2596,C0346,J010,2024-07-26,Rejected,Referral,41
A2597,C0346,J026,2024-02-21,Rejected,Careers Site,66
A2598,C0346,J046,2024-07-22,Applied,Job Portal,44
A2599,C0346,J001,2024-08-30,Rejected,Careers Site,86
A2600,C0346,J007,2025-03-17,Interviewed,Campus,68
A2601,C0347,J003,2025-08-04,Rejected,Careers Site,46
A2602,C0347,J002,2025-07-23,Interviewed,Job Portal,55
A2603,C0347,J015,2024-09-15,Rejected,Job Portal,64
A2604,C0347,J047,2024-08-19,Shortlisted,LinkedIn,69
A2605,C0347,J027,2024-06-26,Rejected,LinkedIn,71
A2606,C0347,J007,2024-08-28,Rejected,Careers Site,47
A2607,C0348,J037,2025-03-13,Rejected,Job Portal,46
A2608,C0349,J008,2024-02-21,Shortlisted,Referral,34
A2609,C0349,J031,2024-10-17,Rejected,Job Portal,37
A2610,C0349,J040,2024-11-17,Interviewed,Job Portal,65
A2611,C0349,J020,2024-09-08,Applied,Careers Site,55
A2612,C0349,J014,2025-02-02,Shortlisted,Job Portal,44
A2613,C0349,J030,2024-04-12,Offered,Careers Site,62
A2614,C0349,J022,2025-02-27,Rejected,Careers Site,49
A2615,C0350,J020,2025-01-31,Rejected,Campus,52
A2616,C0350,J014,2025-06-16,Interviewed,Careers Site,44
A2617,C0350,J022,2024-01-06,Interviewed,Referral,65
A2618,C0350,J032,2024-11-20,Applied,Referral,62
A2619,C0350,J048,2024-10-26,Rejected,Referral,42
A2620,C0351,J030,2025-07-16,Applied,Careers Site,84
A2621,C0352,J027,2025-04-02,Interviewed,Job Portal,66
A2622,C0352,J009,2025-04-04,Shortlisted,Job Portal,61
A2623,C0352,J031,2024-08-24,Shortlisted,Job Portal,53
A2624,C0352,J047,2024-12-16,Shortlisted,Campus,48
A2625,C0352,J006,2025-07-05,Applied,LinkedIn,66
A2626,C0353,J010,2025-02-09,Rejected,Referral,69
A2627,C0353,J026,2024-04-19,Interviewed,Referral,47
A2628,C0353,J006,2024-07-18,Rejected,Job Portal,65
A2629,C0354,J017,2025-07-07,Shortlisted,Job Portal,42
A2630,C0354,J044,2025-06-26,Interviewed,Careers Site,34
A2631,C0354,J046,2024-04-07,Applied,Campus,64
A2632,C0354,J015,2025-03-03,Interviewed,LinkedIn,73
A2633,C0354,J042,2024-08-27,Rejected,Careers Site,64
A2634,C0354,J036,2025-04-05,Offered,Campus,37
A2635,C0354,J050,2025-02-14,Applied,Job Portal,50
A2636,C0354,J026,2024-09-01,Shortlisted,Job Portal,42
A2637,C0355,J011,2025-05-26,Rejected,Job Portal,73
A2638,C0355,J037,2025-03-26,Rejected,Campus,47
A2639,C0355,J005,2024-04-05,Interviewed,Careers Site,30
A2640,C0355,J042,2024-09-11,Rejected,LinkedIn,63
A2641,C0355,J015,2024-09-04,Rejected,LinkedIn,44
A2642,C0355,J010,2024-01-14,Applied,LinkedIn,48
A2643,C0355,J029,2024-09-30,Rejected,Referral,34
A2644,C0356,J037,2025-06-14,Interviewed,Referral,58
A2645,C0356,J014,2024-05-10,Rejected,LinkedIn,34
A2646,C0356,J007,2024-09-26,Shortlisted,Careers Site,46
A2647,C0356,J048,2024-11-16,Interviewed,Job Portal,34
A2648,C0356,J044,2024-02-20,Interviewed,LinkedIn,69
A2649,C0356,J020,2025-04-10,Interviewed,Careers Site,61
A2650,C0356,J022,2025-03-14,Rejected,Referral,53
A2651,C0357,J014,2024-03-09,Applied,Careers Site,31
A2652,C0358,J045,2025-02-16,Interviewed,Campus,60
A2653,C0358,J037,2024-11-22,Shortlisted,Careers Site,66
A2654,C0358,J007,2024-06-15,Rejected,Careers Site,54
A2655,C0358,J012,2024-11-21,Rejected,LinkedIn,48
A2656,C0358,J006,2025-02-13,Rejected,Campus,50
A2657,C0359,J026,2024-05-08,Rejected,Campus,62
A2658,C0359,J019,2025-07-18,Shortlisted,LinkedIn,48
A2659,C0359,J032,2024-05-09,Rejected,Campus,59
A2660,C0359,J047,2024-07-25,Rejected,Campus,33
A2661,C0359,J025,2025-07-28,Rejected,Careers Site,47
A2662,C0359,J010,2025-01-17,Interviewed,Campus,33
A2663,C0359,J021,2024-02-23,Rejected,Campus,47
A2664,C0360,J024,2024-10-09,Rejected,Campus,96
A2665,C0361,J041,2025-02-19,Interviewed,Careers Site,51
A2666,C0361,J016,2024-09-10,Rejected,Careers Site,31
A2667,C0362,J012,2024-10-26,Rejected,Job Portal,71
A2668,C0362,J035,2024-06-09,Offered,Campus,45
A2669,C0362,J008,2024-02-24,Applied,LinkedIn,53
A2670,C0362,J004,2024-02-29,Interviewed,Job Portal,47
A2671,C0362,J030,2024-03-26,Rejected,LinkedIn,55
A2672,C0362,J019,2025-04-18,Interviewed,Job Portal,60
A2673,C0362,J029,2024-09-18,Rejected,Careers Site,62
A2674,C0363,J019,2024-04-09,Interviewed,LinkedIn,51
A2675,C0363,J036,2024-06-15,Rejected,Careers Site,48
A2676,C0363,J028,2024-10-27,Rejected,Job Portal,48
A2677,C0363,J007,2024-07-15,Rejected,Careers Site,69
A2678,C0363,J029,2024-09-05,Rejected,Job Portal,38
A2679,C0363,J033,2025-02-27,Shortlisted,Referral,42
A2680,C0364,J037,2024-05-12,Shortlisted,Referral,84
A2681,C0364,J024,2024-11-18,Rejected,Careers Site,79
A2682,C0364,J033,2024-02-25,Offered,Careers Site,53
A2683,C0364,J036,2024-01-09,Interviewed,Job Portal,60
A2684,C0364,J008,2024-12-18,Offered,LinkedIn,46
A2685,C0364,J034,2024-10-05,Interviewed,Campus,55
A2686,C0365,J005,2025-05-19,Rejected,LinkedIn,40
A2687,C0365,J024,2024-08-12,Interviewed,Campus,72
A2688,C0365,J039,2025-07-16,Rejected,Job Portal,61
A2689,C0366,J044,2024-04-21,Interviewed,Referral,40
A2690,C0367,J023,2024-04-05,Rejected,Referral,44
A2691,C0367,J030,2024-06-27,Shortlisted,LinkedIn,45
A2692,C0368,J018,2024-08-01,Rejected,LinkedIn,38
A2693,C0368,J025,2024-01-29,Rejected,LinkedIn,48
A2694,C0368,J043,2025-01-04,Hired,Job Portal,34
A2695,C0368,J049,2024-09-26,Interviewed,Campus,48
A2696,C0368,J024,2025-02-13,Interviewed,Campus,70
A2697,C0368,J005,2025-02-28,Rejected,Referral,47
A2698,C0369,J050,2024-12-09,Rejected,Referral,66
A2699,C0369,J039,2025-04-04,Interviewed,Careers Site,49
A2700,C0369,J029,2024-03-31,Hired,Referral,58
A2701,C0369,J024,2024-02-26,Shortlisted,Referral,69
A2702,C0369,J021,2024-05-31,Shortlisted,Referral,34
A2703,C0369,J037,2024-08-06,Rejected,LinkedIn,60
A2704,C0369,J003,2025-05-18,Rejected,Referral,61
A2705,C0369,J047,2024-05-23,Applied,Job Portal,36
A2706,C0370,J017,2025-04-23,Interviewed,LinkedIn,59
A2707,C0371,J022,2024-10-03,Shortlisted,Referral,40
A2708,C0371,J006,2025-08-11,Shortlisted,Careers Site,34
A2709,C0371,J010,2025-04-11,Applied,Careers Site,39
A2710,C0371,J003,2025-05-19,Applied,Referral,45
A2711,C0371,J024,2024-03-30,Offered,Campus,35
A2712,C0371,J045,2024-03-31,Shortlisted,Campus,55
A2713,C0372,J002,2024-08-11,Shortlisted,Job Portal,81
A2714,C0372,J049,2024-11-26,Rejected,Careers Site,44
A2715,C0372,J035,2025-02-07,Rejected,LinkedIn,70
A2716,C0373,J002,2024-02-10,Interviewed,Campus,45
A2717,C0373,J050,2024-08-22,Applied,Referral,42
A2718,C0373,J022,2024-07-03,Rejected,Referral,71
A2719,C0374,J039,2024-10-22,Interviewed,Referral,85
A2720,C0374,J006,2025-02-12,Interviewed,Referral,43
A2721,C0374,J001,2025-03-26,Rejected,Referral,53
A2722,C0374,J010,2025-05-08,Applied,LinkedIn,62
A2723,C0375,J040,2024-06-20,Hired,LinkedIn,44
A2724,C0375,J045,2024-07-30,Interviewed,Job Portal,48
A2725,C0375,J003,2025-01-03,Interviewed,LinkedIn,52
A2726,C0376,J019,2025-05-13,Offered,Job Portal,65
A2727,C0376,J042,2024-08-25,Rejected,Campus,57
A2728,C0376,J003,2024-07-03,Interviewed,Campus,40
A2729,C0377,J003,2025-06-02,Shortlisted,LinkedIn,42
A2730,C0377,J021,2024-12-23,Interviewed,LinkedIn,72
A2731,C0377,J040,2025-06-27,Rejected,LinkedIn,60
A2732,C0377,J002,2024-03-03,Rejected,Careers Site,86
A2733,C0377,J037,2025-06-20,Rejected,Referral,81
A2734,C0378,J033,2025-05-27,Interviewed,Referral,54
A2735,C0378,J017,2025-01-19,Applied,Careers Site,58
A2736,C0378,J025,2025-04-13,Interviewed,Campus,50
A2737,C0378,J037,2024-07-19,Applied,Job Portal,56
A2738,C0378,J040,2024-11-17,Applied,Referral,48
A2739,C0378,J050,2025-07-02,Applied,Referral,71
A2740,C0379,J006,2025-07-02,Interviewed,Campus,60
A2741,C0379,J011,2024-10-02,Rejected,Careers Site,44
A2742,C0379,J025,2024-06-21,Applied,Careers Site,47
A2743,C0379,J015,2024-08-28,Offered,Job Portal,62
A2744,C0379,J047,2024-04-17,Interviewed,Campus,61
A2745,C0380,J013,2025-02-10,Interviewed,Careers Site,55
A2746,C0380,J015,2025-04-05,Rejected,Campus,47
A2747,C0380,J021,2024-06-30,Interviewed,LinkedIn,51
A2748,C0380,J047,2025-04-25,Offered,Campus,31
A2749,C0380,J029,2024-06-02,Rejected,Referral,70
A2750,C0380,J005,2024-11-24,Applied,LinkedIn,63
A2751,C0381,J018,2024-07-21,Interviewed,Careers Site,56
A2752,C0381,J019,2025-02-16,Applied,Careers Site,39
A2753,C0381,J026,2024-11-04,Applied,Careers Site,38
A2754,C0381,J020,2025-05-06,Rejected,Campus,34
A2755,C0382,J021,2025-03-12,Applied,Careers Site,33
A2756,C0382,J023,2025-07-07,Interviewed,Careers Site,55
A2757,C0382,J001,2025-02-06,Rejected,Careers Site,50
A2758,C0382,J014,2024-07-03,Rejected,Referral,70
A2759,C0382,J019,2024-12-24,Applied,Job Portal,35
A2760,C0382,J031,2025-04-05,Applied,Careers Site,44
A2761,C0383,J029,2025-07-16,Shortlisted,Campus,64
A2762,C0383,J017,2025-07-14,Rejected,Job Portal,57
A2763,C0383,J032,2025-02-08,Applied,LinkedIn,54
A2764,C0383,J038,2024-07-09,Applied,Careers Site,74
A2765,C0383,J025,2024-12-29,Shortlisted,Campus,43
A2766,C0383,J027,2025-06-25,Applied,Job Portal,52
A2767,C0383,J050,2025-05-13,Rejected,Campus,35
A2768,C0384,J002,2024-07-11,Rejected,Job Portal,49
A2769,C0384,J041,2024-06-26,Interviewed,Referral,49
A2770,C0384,J034,2024-07-09,Interviewed,Referral,54
A2771,C0384,J023,2024-01-21,Rejected,Careers Site,46
A2772,C0384,J036,2025-03-06,Rejected,LinkedIn,44
A2773,C0384,J020,2025-03-26,Rejected,Campus,31
A2774,C0384,J007,2025-06-20,Shortlisted,LinkedIn,60
A2775,C0384,J006,2025-08-09,Interviewed,LinkedIn,53
A2776,C0385,J044,2025-04-28,Rejected,Campus,49
A2777,C0386,J022,2024-07-01,Rejected,Campus,67
A2778,C0387,J024,2024-07-12,Interviewed,Campus,49
A2779,C0387,J027,2024-08-24,Applied,Careers Site,62
A2780,C0387,J032,2025-03-06,Rejected,Careers Site,68
A2781,C0387,J003,2024-09-08,Applied,Referral,31
A2782,C0387,J004,2025-08-13,Interviewed,Careers Site,54
A2783,C0387,J021,2024-08-21,Applied,Referral,59
A2784,C0387,J037,2025-03-10,Rejected,Referral,62
A2785,C0387,J039,2024-02-27,Rejected,Referral,61
A2786,C0388,J010,2024-01-11,Rejected,Job Portal,42
A2787,C0388,J004,2024-12-31,Applied,Job Portal,30
A2788,C0388,J035,2024-12-18,Shortlisted,LinkedIn,31
A2789,C0388,J030,2025-06-04,Rejected,LinkedIn,81
A2790,C0388,J023,2024-08-10,Interviewed,LinkedIn,57
A2791,C0389,J046,2024-09-10,Offered,Campus,32
A2792,C0389,J005,2025-02-25,Interviewed,Campus,44
A2793,C0389,J039,2024-03-19,Shortlisted,Job Portal,65
A2794,C0389,J031,2024-08-30,Rejected,Referral,46
A2795,C0389,J028,2025-04-24,Interviewed,Referral,49
A2796,C0389,J016,2024-12-20,Interviewed,Referral,49
A2797,C0390,J012,2025-05-22,Rejected,Campus,68
A2798,C0391,J020,2024-05-11,Interviewed,Referral,44
A2799,C0391,J035,2024-09-04,Offered,Careers Site,86
A2800,C0391,J039,2025-06-27,Interviewed,Referral,55
A2801,C0392,J003,2024-10-13,Rejected,Campus,68
A2802,C0392,J029,2024-10-20,Rejected,Job Portal,59
A2803,C0392,J044,2024-06-22,Rejected,LinkedIn,46
A2804,C0392,J038,2024-05-17,Offered,Referral,72
A2805,C0392,J045,2025-01-22,Applied,Referral,59
A2806,C0392,J037,2024-03-19,Interviewed,Referral,68
A2807,C0393,J005,2025-06-18,Rejected,Job Portal,50
A2808,C0393,J027,2024-02-06,Rejected,Campus,55
A2809,C0393,J011,2024-05-14,Rejected,Careers Site,37
A2810,C0393,J038,2024-04-02,Interviewed,Referral,68
A2811,C0393,J024,2024-10-30,Rejected,Job Portal,83
A2812,C0393,J003,2025-06-17,Shortlisted,Campus,67
A2813,C0394,J040,2024-08-19,Rejected,LinkedIn,48
A2814,C0394,J006,2024-12-02,Interviewed,LinkedIn,43
A2815,C0394,J011,2024-07-03,Rejected,Job Portal,42
A2816,C0394,J030,2024-07-21,Applied,Campus,85
A2817,C0394,J002,2025-03-28,Interviewed,Job Portal,49
